file                                                                                                                                         format  type    num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_PacBio/2021.05.12_10.32.55_sample2/reads/anonymous_reads.fq.gz  FASTQ   DNA   16,668,445  50,000,000,094      100  2,999.7   11,938
file                                                                                         format  type     num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/pipeline/data/sample1_mNGS_merge.fasta  FASTQ   DNA   333,323,444  49,998,516,600      150      150      150
file                                                                                         format  type     num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/pipeline/data/sample2_mNGS_merge.fasta  FASTQ   DNA   333,325,892  49,998,883,800      150      150      150
file                                                                                         format  type     num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/pipeline/data/sample0_mNGS_merge.fasta  FASTQ   DNA   333,320,554  49,998,083,100      150      150      150
file                                                                                                                                         format  type    num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_PacBio/2021.05.12_10.32.55_sample1/reads/anonymous_reads.fq.gz  FASTQ   DNA   16,667,820  50,000,000,091      100  2,999.8   11,938
file                                                                                                                                         format  type    num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_PacBio/2021.05.12_10.32.55_sample0/reads/anonymous_reads.fq.gz  FASTQ   DNA   16,667,413  50,000,000,023      100  2,999.9   11,938
file                                                                                                                                           format  type   num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_Nanopore/2021.07.02_21.23.32_sample0/reads/anonymous_reads.fq.gz  FASTQ   DNA   6,749,466  52,469,457,745       39  7,773.9   67,268
file                                                                                                                                           format  type   num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_Nanopore/2021.07.02_21.23.32_sample1/reads/anonymous_reads.fq.gz  FASTQ   DNA   6,749,468  52,480,358,943       43  7,775.5   67,495
file                                                                                                            format  type     num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_HiC/Sau3AI/64000000/sample2.fastq  FASTQ   DNA   128,000,000  19,199,793,732        0      150      150
file                                                                                                            format  type     num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_HiC/Sau3AI/64000000/sample1.fastq  FASTQ   DNA   128,000,000  19,199,769,020        0      150      150
file                                                                                                                                           format  type   num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_Nanopore/2021.07.02_21.23.32_sample2/reads/anonymous_reads.fq.gz  FASTQ   DNA   6,749,459  52,454,431,092       39  7,771.6   66,824
file                                                                                                                                         format  type    num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_PacBio/2021.05.12_10.32.55_sample2/reads/anonymous_reads.fq.gz  FASTQ   DNA   16,668,445  50,000,000,094      100  2,999.7   11,938
file                                                                                                                                         format  type    num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_PacBio/2021.05.12_10.32.55_sample1/reads/anonymous_reads.fq.gz  FASTQ   DNA   16,667,820  50,000,000,091      100  2,999.8   11,938
file                                                                                         format  type     num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/pipeline/data/sample1_mNGS_merge.fasta  FASTQ   DNA   333,323,444  49,998,516,600      150      150      150
file                                                                                                                                         format  type    num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_PacBio/2021.05.12_10.32.55_sample0/reads/anonymous_reads.fq.gz  FASTQ   DNA   16,667,413  50,000,000,023      100  2,999.9   11,938
file                                                                                         format  type     num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/pipeline/data/sample0_mNGS_merge.fasta  FASTQ   DNA   333,320,554  49,998,083,100      150      150      150
file                                                                                         format  type     num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/pipeline/data/sample2_mNGS_merge.fasta  FASTQ   DNA   333,325,892  49,998,883,800      150      150      150
file                                                                                                            format  type     num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_HiC/Sau3AI/64000000/sample1.fastq  FASTQ   DNA   128,000,000  19,199,769,020        0      150      150
file                                                                                                            format  type     num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_HiC/Sau3AI/64000000/sample2.fastq  FASTQ   DNA   128,000,000  19,199,793,732        0      150      150
file                                                                                                                                           format  type   num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_Nanopore/2021.07.02_21.23.32_sample0/reads/anonymous_reads.fq.gz  FASTQ   DNA   6,749,466  52,469,457,745       39  7,773.9   67,268
file                                                                                                                                           format  type   num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_Nanopore/2021.07.02_21.23.32_sample1/reads/anonymous_reads.fq.gz  FASTQ   DNA   6,749,468  52,480,358,943       43  7,775.5   67,495
file                                                                                                                                           format  type   num_seqs         sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_Nanopore/2021.07.02_21.23.32_sample2/reads/anonymous_reads.fq.gz  FASTQ   DNA   6,749,459  52,454,431,092       39  7,771.6   66,824
file                                                                                        format  type     num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/CAMISIM/testSIM/2021gut_HiC/Sau3AI/64000000/sample0.fastq  FASTQ   DNA   128,000,000  19,199,743,892        0      150      150
