file                                                                                        format  type  num_seqs        sum_len  min_len  avg_len    max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/GIS20/TGS/ONT/ERR3200811.sra.fastq.gz  FASTQ   DNA    532,663  2,445,919,362        6  4,591.9  1,574,219
file                                                                                           format  type   num_seqs        sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/GIS20/TGS/Pacbio/ERR4465770.sra.fastq.gz  FASTQ   DNA   1,112,122  5,308,464,318       50  4,773.3   62,260
file                                                                                        format  type  num_seqs        sum_len  min_len  avg_len    max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/GIS20/TGS/ONT/ERR3200811.sra.fastq.gz  FASTQ   DNA    532,663  2,445,919,362        6  4,591.9  1,574,219
file                                                                                           format  type   num_seqs        sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/GIS20/TGS/Pacbio/ERR4465770.sra.fastq.gz  FASTQ   DNA   1,112,122  5,308,464,318       50  4,773.3   62,260
file                                                                 format  type  num_seqs        sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/RealData/PacBio/data_merge/F.fastq  FASTQ   DNA    383,031  1,140,322,178      429  2,977.1   18,498
file                                                                 format  type  num_seqs        sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/RealData/PacBio/data_merge/B.fastq  FASTQ   DNA    517,346  1,633,681,926      434  3,157.8   26,534
file                                                                 format  type  num_seqs        sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/RealData/PacBio/data_merge/A.fastq  FASTQ   DNA    421,936  1,470,368,177      438  3,484.8   27,160
file                                                                                        format  type  num_seqs        sum_len  min_len  avg_len    max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/GIS20/TGS/ONT/ERR3200811.sra.fastq.gz  FASTQ   DNA    532,663  2,445,919,362        6  4,591.9  1,574,219
file                                                                                           format  type   num_seqs        sum_len  min_len  avg_len  max_len
/share/inspurStorage/home3/ZXMGroup/VIROME/G3compare/GIS20/TGS/Pacbio/ERR4465770.sra.fastq.gz  FASTQ   DNA   1,112,122  5,308,464,318       50  4,773.3   62,260
file                                                                format  type   num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/RealData/Nanopore/data/A.fastq.gz  FASTQ   DNA   5,003,721  27,613,428,391      108  5,518.6   82,559
file                                                                format  type   num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/RealData/Nanopore/data/F.fastq.gz  FASTQ   DNA   3,216,973  29,590,840,090      101  9,198.3  117,445
file                                                                format  type   num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/RealData/Nanopore/data/B.fastq.gz  FASTQ   DNA   4,271,437  30,352,250,346       93  7,105.9  485,517
file                                                                    format  type    num_seqs         sum_len  min_len  avg_len  max_len
/home1/YQ_Dong/datasets/Benchmark/CAMI2/Reads/Pacbio/combined_reads.fq  FASTQ   DNA   16,667,358  50,000,000,547      100  2,999.9   11,938
file                                                                  format  type     num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/pipeline/data/C_MetaHiC_merge.fasta  FASTQ   DNA   324,427,568  45,366,176,427       25    139.8      150
file                                                                  format  type     num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/pipeline/data/B_MetaHiC_merge.fasta  FASTQ   DNA   323,792,618  46,331,631,436       25    143.1      150
file                                                                  format  type     num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/pipeline/data/A_MetaHiC_merge.fasta  FASTQ   DNA   370,543,460  52,146,530,248       25    140.7      150
file                                                               format  type     num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/pipeline/data/A_mNGS_merge.fasta  FASTQ   DNA   341,540,324  50,611,706,141       25    148.2      150
file                                                                format  type     num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/pipeline/data/C1_mNGS_merge.fasta  FASTQ   DNA   332,710,802  46,341,813,442       25    139.3      150
file                                                               format  type     num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/pipeline/data/F_mNGS_merge.fasta  FASTQ   DNA   323,620,556  47,856,677,716       25    147.9      150
file                                                               format  type     num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/pipeline/data/B_mNGS_merge.fasta  FASTQ   DNA   329,641,942  48,791,637,945       25      148      150
file                                                                format  type     num_seqs         sum_len  min_len  avg_len  max_len
/home3/ZXMGroup/VIROME/G3compare/pipeline/data/S1_mNGS_merge.fasta  FASTQ   DNA   410,473,642  40,687,243,469       25     99.1      100
